#organism	nchr	16Scopy	nprot	nprot_w_function	lineage
Parvularcula_bermudensis_HTCC2503_uid51641	1	1	2685	1311	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Parvularculales;f:Parvularculaceae;g:Parvularcula;s:Parvularculabermudensis
Baumannia_cicadellinicola_Hc__Homalodisca_coagulata__uid58111	1	2	595	561	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:undef;f:undef;g:Baumannia;s:Baumanniacicadellinicola
Synechococcus_PCC_7002_uid59137	1	2	2824	1338	k:Bacteria;p:Cyanobacteria;c:undef;o:Chroococcales;f:undef;g:Synechococcus;s:undef
Campylobacter_hominis_ATCC_BAA_381_uid58981	1	3	1682	914	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Campylobacteraceae;g:Campylobacter;s:Campylobacterhominis
Selenomonas_ruminantium_lactilytica_TAM6421_uid157247	1	10	2826	1320	k:Bacteria;p:Firmicutes;c:Negativicutes;o:Selenomonadales;f:Veillonellaceae;g:Selenomonas;s:Selenomonasruminantium
Staphylococcus_aureus_JH1_uid58457	1	6	2747	1460	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Staphylococcaceae;g:Staphylococcus;s:Staphylococcusaureus
Rubrobacter_xylanophilus_DSM_9941_uid58057	1	1	3140	1398	k:Bacteria;p:Actinobacteria;c:Rubrobacteria;o:Rubrobacterales;f:Rubrobacteraceae;g:Rubrobacter;s:Rubrobacterxylanophilus
Corynebacterium_callunae_DSM_20147_uid193714	1	7	2559	1225	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Corynebacteriaceae;g:Corynebacterium;s:Corynebacteriumcallunae
Helicobacter_pylori_J99_uid57789	1	2	1488	944	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:Helicobacterpylori
Candidatus_Desulforudis_audaxviator_MP104C_uid59067	1	4	2157	1146	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Peptococcaceae;g:Desulforudis;s:Desulforudisaudaxviator
Helicobacter_bizzozeronii_CIII_1_uid68141	1	2	1894	897	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:Helicobacterbizzozeronii
Acidobacterium_MP5ACTX9_uid50551	1	1	3698	1469	k:Bacteria;p:Acidobacteria;c:Acidobacteriia;o:Acidobacteriales;f:Acidobacteriaceae;g:Granulicella;s:Granulicellatundricola
Chlamydophila_psittaci_08DC60_uid159525	1	1	973	545	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiapsittaci
Spirochaeta_thermophila_DSM_6578_uid162041	1	2	2264	1123	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Spirochaetales;f:Spirochaetaceae;g:Spirochaeta;s:Spirochaetathermophila
Xanthomonas_citri_Aw12879_uid194444	1	2	4675	2040	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Xanthomonadales;f:Xanthomonadaceae;g:Xanthomonas;s:Xanthomonascitri
Mycobacterium_intracellulare_MOTT_64_uid89385	1	1	5249	1645	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:Mycobacteriumintracellulare
Escherichia_coli_BW2952_uid59391	1	7	4079	2868	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:Escherichiacoli
Gallionella_capsiferriformans_ES_2_uid51505	1	3	2894	1498	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Gallionellales;f:Gallionellaceae;g:Gallionella;s:Gallionellacapsiferriformans
Rhodopirellula_baltica_SH_1_uid61589	1	1	7325	1769	k:Bacteria;p:Planctomycetes;c:Planctomycetia;o:Planctomycetales;f:Planctomycetaceae;g:Rhodopirellula;s:Rhodopirellulabaltica
Corynebacterium_diphtheriae_CDCE_8392_uid84295	1	5	2249	1122	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Corynebacteriaceae;g:Corynebacterium;s:Corynebacteriumdiphtheriae
Staphylococcus_aureus_ED133_uid159689	1	5	2652	1372	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Staphylococcaceae;g:Staphylococcus;s:Staphylococcusaureus
Chlamydia_trachomatis_K_SotonK1_uid196782	1	2	892	526	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiatrachomatis
Chlamydia_trachomatis_D_LC_uid159879	1	2	870	522	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiatrachomatis
Acholeplasma_laidlawii_PG_8A_uid58901	1	2	1380	742	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Acholeplasmatales;f:Acholeplasmataceae;g:Acholeplasma;s:Acholeplasmalaidlawii
Chlamydia_trachomatis_L2b_8200_07_uid196787	1	2	890	526	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiatrachomatis
Candidatus_Ruthia_magnifica_Cm__Calyptogena_magnifica__uid58645	1	1	976	792	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:undef;f:undef;g:Ruthia;s:Ruthiamagnifica
Pseudomonas_putida_F1_uid58355	1	6	5249	2722	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Pseudomonas;s:Pseudomonasputida
Delftia_acidovorans_SPH_1_uid58703	1	5	6040	2702	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Delftia;s:Delftiaacidovorans
Francisella_tularensis_holarctica_FTNF002_00_uid58999	1	3	1581	929	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Thiotrichales;f:Francisellaceae;g:Francisella;s:Francisellatularensis
Salmonella_enterica_serovar_Gallinarum_pullorum_RKS5078_uid87035	1	7	4325	2680	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Salmonella;s:Salmonellaenterica
Staphylococcus_aureus_JH9_uid58455	1	6	2697	1466	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Staphylococcaceae;g:Staphylococcus;s:Staphylococcusaureus
Desulfocapsa_sulfexigens_DSM_10523_uid189952	1	3	3494	1545	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Desulfobacterales;f:Desulfobulbaceae;g:Desulfocapsa;s:Desulfocapsasulfexigens
Ruegeria_pomeroyi_DSS_3_uid57863	1	3	3810	1935	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Rhodobacteraceae;g:Ruegeria;s:Ruegeriapomeroyi
Halopiger_xanaduensis_SH_6_uid68105	1	3	3588	1353	k:Archaea;p:Euryarchaeota;c:Halobacteria;o:Natrialbales;f:Natrialbaceae;g:Halopiger;s:Halopigerxanaduensis
Syntrophobacter_fumaroxidans_MPOB_uid58177	1	2	4064	1651	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Syntrophobacterales;f:Syntrophobacteraceae;g:Syntrophobacter;s:Syntrophobacterfumaroxidans
Bordetella_parapertussis_Bpp5_uid177516	1	3	4169	2077	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Alcaligenaceae;g:Bordetella;s:Bordetellaparapertussis
Aeromonas_salmonicida_A449_uid58631	1	9	4085	2420	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Aeromonadales;f:Aeromonadaceae;g:Aeromonas;s:Aeromonassalmonicida
Parabacteroides_distasonis_ATCC_8503_uid58301	1	7	3849	1368	k:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Porphyromonadaceae;g:Parabacteroides;s:Parabacteroidesdistasonis
Helicobacter_pylori_Lithuania75_uid159491	1	2	1546	904	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:Helicobacterpylori
Chlamydia_psittaci_GR9_uid175572	1	1	1042	538	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiapsittaci
Clostridium_saccharoperbutylacetonicum_ATCC_27021_uid189747	1	11	5715	2112	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Clostridium;s:Clostridiumsaccharoperbutylacetonicum
Chlamydia_trachomatis_Sweden2_uid161995	1	2	875	524	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiatrachomatis
Clostridium_botulinum_H04402_065_uid162091	1	9	3691	1513	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Clostridium;s:Clostridiumbotulinum
Brachyspira_pilosicoli_B2904_uid175255	1	1	2658	1105	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Brachyspirales;f:Brachyspiraceae;g:Brachyspira;s:Brachyspirapilosicoli
Listeria_seeligeri_serovar_1_2b_SLCC3954_uid46215	1	6	2710	1505	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Listeriaceae;g:Listeria;s:Listeriaseeligeri
Mycoplasma_wenyonii_Massachusetts_uid170731	1	1	652	238	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:Mycoplasmawenyonii
Streptococcus_suis_BM407_uid59321	1	4	1932	1116	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:Streptococcussuis
Methanoculleus_marisnigri_JR1_uid58561	1	1	2490	1053	k:Archaea;p:Euryarchaeota;c:Methanomicrobia;o:Methanomicrobiales;f:Methanomicrobiaceae;g:Methanoculleus;s:Methanoculleusmarisnigri
Xylella_fastidiosa_M23_uid58809	1	2	2161	1218	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Xanthomonadales;f:Xanthomonadaceae;g:Xylella;s:Xylellafastidiosa
Mycoplasma_hyorhinis_MCLD_uid162087	1	1	778	378	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:Mycoplasmahyorhinis
Polynucleobacter_necessarius_STIR1_uid58967	1	1	1508	983	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Polynucleobacter;s:Polynucleobacternecessarius
Mycobacterium_tuberculosis_Erdman___ATCC_35801_uid193763	1	1	4245	1525	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:Mycobacteriumtuberculosis
Helicobacter_pylori_uid159983	1	2	1405	885	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:Helicobacterpylori
Deinococcus_geothermalis_DSM_11300_uid58275	1	3	2330	682	k:Bacteria;p:Deinococcus-Thermus;c:Deinococci;o:Deinococcales;f:Deinococcaceae;g:Deinococcus;s:Deinococcusgeothermalis
Cylindrospermum_stagnale_PCC_7417_uid183111	1	4	5811	1687	k:Bacteria;p:Cyanobacteria;c:undef;o:Nostocales;f:Nostocaceae;g:Cylindrospermum;s:Cylindrospermumstagnale
Methylobacterium_4_46_uid58843	1	6	6609	2715	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Methylobacteriaceae;g:Methylobacterium;s:undef
Mycobacterium_tuberculosis_KZN_605_uid54947	1	1	4001	1551	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:Mycobacteriumtuberculosis
Chlorobium_phaeobacteroides_DSM_266_uid58133	1	2	2650	1233	k:Bacteria;p:Chlorobi;c:Chlorobia;o:Chlorobiales;f:Chlorobiaceae;g:Chlorobium;s:Chlorobiumphaeobacteroides
Corynebacterium_diphtheriae_HC02_uid84317	1	5	2230	1116	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Corynebacteriaceae;g:Corynebacterium;s:Corynebacteriumdiphtheriae
Clostridium_ljungdahlii_DSM_13528_uid50583	1	9	4184	1754	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Clostridium;s:Clostridiumljungdahlii
Escherichia_coli_ATCC_8739_uid58783	1	7	4199	2949	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:Escherichiacoli
Enterococcus_faecalis_D32_uid171261	1	4	2876	1389	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Enterococcaceae;g:Enterococcus;s:Enterococcusfaecalis
Burkholderia_pseudomallei_668_uid58389	2	4	7116	2981	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:Burkholderiapseudomallei
Treponema_succinifaciens_DSM_2489_uid65781	1	4	2452	1013	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Spirochaetales;f:Spirochaetaceae;g:Treponema;s:Treponemasuccinifaciens
Streptococcus_pyogenes_M1_GAS_uid57845	1	6	1696	1073	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:Streptococcuspyogenes
Cronobacter_turicensis_z3032_uid40821	1	7	4210	2577	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Siccibacter;s:Siccibacterturicensis
Yersinia_pestis_biovar_Medievalis_Harbin_35_uid158537	1	7	4255	2419	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Yersinia;s:Yersiniapestis
Sinorhizobium_meliloti_1021_uid57603	1	3	3359	1910	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Rhizobiaceae;g:Sinorhizobium;s:Sinorhizobiummeliloti
Prochlorococcus_marinus_MIT_9215_uid58819	1	1	1982	991	k:Bacteria;p:Cyanobacteria;c:undef;o:Prochlorales;f:Prochlorococcaceae;g:Prochlorococcus;s:Prochlorococcusmarinus
Leptotrichia_buccalis_C_1013_b_uid59211	1	5	2220	1048	k:Bacteria;p:Fusobacteria;c:Fusobacteriia;o:Fusobacteriales;f:Leptotrichiaceae;g:Leptotrichia;s:Leptotrichiabuccalis
Brachyspira_pilosicoli_95_1000_uid50609	1	1	2299	1075	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Brachyspirales;f:Brachyspiraceae;g:Brachyspira;s:Brachyspirapilosicoli
Burkholderia_KJ006_uid165871	3	6	5979	2606	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:undef
Pantoea_vagans_C9_1_uid49871	1	7	3664	2393	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Pantoea;s:Pantoeavagans
Kribbella_flavida_DSM_17836_uid43465	1	2	6943	2267	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Propionibacteriales;f:Nocardioidaceae;g:Kribbella;s:Kribbellaflavida
Rickettsia_typhi_B9991CWPP_uid158357	1	1	839	595	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Rickettsiaceae;g:Rickettsia;s:Rickettsiatyphi
Thermococcus_onnurineus_NA1_uid59043	1	1	1975	968	k:Archaea;p:Euryarchaeota;c:Thermococci;o:Thermococcales;f:Thermococcaceae;g:Thermococcus;s:Thermococcusonnurineus
Kosmotoga_olearia_TBF_19_5_1_uid59205	1	2	2118	1073	k:Bacteria;p:Thermotogae;c:Thermotogae;o:Kosmotogales;f:Kosmotogaceae;g:Kosmotoga;s:Kosmotogaolearia
Escherichia_coli_KO11FL_uid162099	1	7	4693	3020	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:Escherichiacoli
Shewanella_putrefaciens_200_uid161927	1	8	4176	2089	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Shewanellaceae;g:Shewanella;s:Shewanellaputrefaciens
Pseudoalteromonas_SM9913_uid61247	2	8	3712	1923	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Pseudoalteromonadaceae;g:Pseudoalteromonas;s:undef
Ferrimonas_balearica_DSM_9799_uid53371	1	7	3782	2103	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Ferrimonadaceae;g:Ferrimonas;s:Ferrimonasbalearica
Chlamydia_trachomatis_L2b_Ams2_uid196793	1	2	890	526	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:Chlamydiatrachomatis
Sulfolobus_acidocaldarius_N8_uid189027	1	1	2275	911	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Sulfolobales;f:Sulfolobaceae;g:Sulfolobus;s:Sulfolobusacidocaldarius
Xenorhabdus_bovienii_SS_2004_uid46345	1	7	4256	1956	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Xenorhabdus;s:Xenorhabdusbovienii
Chroococcidiopsis_thermalis_PCC_7203_uid183002	1	3	5408	1855	k:Bacteria;p:Cyanobacteria;c:undef;o:Pleurocapsales;f:undef;g:Chroococcidiopsis;s:Chroococcidiopsisthermalis
Hippea_maritima_DSM_10411_uid65267	1	2	1677	1064	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Desulfurellales;f:Desulfurellaceae;g:Hippea;s:Hippeamaritima
Edwardsiella_tarda_EIB202_uid41819	1	8	3538	2232	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Edwardsiella;s:Edwardsiellatarda
Marinitoga_piezophila_KA3_uid81629	1	3	2033	1076	k:Bacteria;p:Thermotogae;c:Thermotogae;o:Petrotogales;f:undef;g:Marinitoga;s:Marinitogapiezophila
Frankia_alni_ACN14a_uid58695	1	2	6700	1730	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Frankiales;f:Frankiaceae;g:Frankia;s:Frankiaalni
Acidovorax_JS42_uid58427	1	3	4007	2015	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Acidovorax;s:undef
Shewanella_amazonensis_SB2B_uid58257	1	8	3645	2108	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Shewanellaceae;g:Shewanella;s:Shewanellaamazonensis
Helicobacter_pylori_Aklavik86_uid182202	1	2	1374	858	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:Helicobacterpylori
Helicobacter_pylori_F30_uid159991	1	2	1478	912	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:Helicobacterpylori
Bacillus_thuringiensis_MC28_uid176369	1	15	5444	2121	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:Bacillusthuringiensis
Sulfurospirillum_barnesii_SES_3_uid168117	1	2	2491	1314	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Campylobacteraceae;g:Sulfurospirillum;s:Sulfurospirillumbarnesii
Prevotella_melaninogenica_ATCC_25845_uid51377	2	4	2296	911	k:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Prevotellaceae;g:Prevotella;s:Prevotellamelaninogenica
Providencia_stuartii_MRSN_2154_uid162193	1	7	4099	2272	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Providencia;s:Providenciastuartii
Alteromonas_macleodii_ATCC_27126_uid55253	1	5	3872	1937	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Alteromonadaceae;g:Alteromonas;s:Alteromonasmacleodii
Corynebacterium_diphtheriae_C7__beta__uid84313	1	5	2337	1140	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Corynebacteriaceae;g:Corynebacterium;s:Corynebacteriumdiphtheriae
Escherichia_coli_O157_H7_TW14359_uid59235	1	7	5253	3076	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:Escherichiacoli
Streptococcus_gallolyticus_UCN34_uid46061	1	6	2223	1240	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:Streptococcusgallolyticus
Mycoplasma_hyopneumoniae_232_uid58205	1	1	691	350	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:Mycoplasmahyopneumoniae
Bacillus_amyloliquefaciens_IT_45_uid181617	1	10	3851	1990	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:Bacillusamyloliquefaciens
Clostridium_botulinum_B1_Okra_uid59147	1	9	3652	1622	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Clostridium;s:Clostridiumbotulinum
Escherichia_coli_B_REL606_uid58803	1	7	4200	2916	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:Escherichiacoli
Staphylothermus_marinus_F1_uid58719	1	1	1573	793	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Desulfurococcales;f:Desulfurococcaceae;g:Staphylothermus;s:Staphylothermusmarinus
Rickettsia_akari_Hartford_uid58161	1	1	1257	657	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Rickettsiaceae;g:Rickettsia;s:Rickettsiaakari
Pantoea_ananatis_uid86861	1	7	4324	2535	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Pantoea;s:Pantoeaananatis
Mycoplasma_penetrans_HF_2_uid57729	1	1	1037	472	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:Mycoplasmapenetrans
Lactobacillus_salivarius_UCC118_uid58233	1	7	1717	984	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:Lactobacillussalivarius
Aggregatibacter_actinomycetemcomitans_D7S_1_uid46989	1	6	2255	1436	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pasteurellales;f:Pasteurellaceae;g:Aggregatibacter;s:Aggregatibacteractinomycetemcomitans
Buchnera_aphidicola_Bp__Baizongia_pistaciae__uid57827	1	1	504	485	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Buchnera;s:Buchneraaphidicola
Robiginitalea_biformata_HTCC2501_uid58285	1	2	3205	1231	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:Flavobacteriaceae;g:Robiginitalea;s:Robiginitaleabiformata
Clostridium_kluyveri_NBRC_12016_uid59369	1	7	3468	1554	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Clostridium;s:Clostridiumkluyveri
Candidatus_Carsonella_ruddii_CE_isolate_Thao2000_uid172732	1	1	190	149	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Oceanospirillales;f:Halomonadaceae;g:Carsonella;s:Carsonellaruddii
Caldicellulosiruptor_kronotskyensis_2002_uid60491	1	3	2466	1256	k:Bacteria;p:Firmicutes;c:Clostridia;o:Thermoanaerobacterales;f:Thermoanaerobacterales;g:Caldicellulosiruptor;s:Caldicellulosiruptorkronotskyensis
Bartonella_vinsonii_berkhoffii_Winnie_uid189951	1	2	1434	886	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Bartonellaceae;g:Bartonella;s:Bartonellavinsonii
Thermosphaera_aggregans_DSM_11486_uid48993	1	1	1387	721	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Desulfurococcales;f:Desulfurococcaceae;g:Thermosphaera;s:Thermosphaeraaggregans
Geodermatophilus_obscurus_DSM_43160_uid43725	1	3	4810	1768	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Geodermatophilales;f:Geodermatophilaceae;g:Geodermatophilus;s:Geodermatophilusobscurus
Clostridium_stercorarium_DSM_8532_uid186819	1	3	2687	1307	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Ruminococcaceae;g:Clostridium;s:Clostridiumstercorarium
Parachlamydia_acanthamoebae_UV7_uid68335	1	3	2782	1011	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Parachlamydiaceae;g:Parachlamydia;s:Parachlamydiaacanthamoebae
Bifidobacterium_longum_JDM301_uid49131	1	3	1958	1059	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Bifidobacterium;s:Bifidobacteriumlongum
Thermoplasma_volcanium_GSS1_uid57751	1	1	1501	779	k:Archaea;p:Euryarchaeota;c:Thermoplasmata;o:Thermoplasmatales;f:Thermoplasmataceae;g:Thermoplasma;s:Thermoplasmavolcanium
Pseudomonas_putida_W619_uid58651	1	7	5182	2740	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Pseudomonas;s:Pseudomonasputida
Acinetobacter_baumannii_MDR_ZJ06_uid158685	1	6	3862	1741	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Moraxellaceae;g:Acinetobacter;s:Acinetobacterbaumannii
Verminephrobacter_eiseniae_EF01_2_uid58675	1	3	4908	2545	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Verminephrobacter;s:Verminephrobactereiseniae
Escherichia_coli_IAI39_uid59381	1	7	4725	2969	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Escherichia;s:Escherichiacoli
Shigella_sonnei_Ss046_uid58217	1	7	4214	2711	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Shigella;s:Shigellasonnei
Legionella_pneumophila_Philadelphia_1_uid193710	1	3	3246	903	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Legionellales;f:Legionellaceae;g:Legionella;s:Legionellapneumophila
